simple,1551917405930,7096.25,1551917646590,7101.25,1551917991500,7094.75,1551917991500,7094.75,585,50.0,0.08547009,-6,top
strict,1551917646590,7101.25,1551918001320,7094.25,354,28.0,0.07909605,-28,down
simple,1551917991700,7095.0,1551918786920,7100.75,1551918001320,7094.25,1551918786920,7100.75,795,61.25,0.07704403,23,bottom
simple,1551918790430,7101.25,1551921187750,7103.0,1551920214870,7096.5,1551921187750,7103.0,2397,120.75,0.05037547,7,bottom
strict,1551918001321,7094.25,1551921664470,7106.0,3663,219.25,0.05985531,46,up
simple,1551921191960,7103.25,1551921664470,7106.0,1551922093900,7099.5,1551922093900,7099.5,901,69.25,0.07685905,-15,top
simple,1551922096410,7099.75,1551922297400,7105.5,1551922770790,7099.0,1551922770790,7099.0,674,84.75,0.12574184,-3,top
strict,1551921664471,7106.0,1551922937510,7096.25,1273,137.75,0.10820896,-38,down
simple,1551922771590,7098.0,1551923187680,7102.75,1551922937510,7096.25,1551923187680,7102.75,416,47.25,0.11358173,19,bottom
strict,1551922937511,7096.25,1551923280860,7104.25,343,35.5,0.10349854,31,up
simple,1551923197200,7102.25,1551923280860,7104.25,1551923878030,7097.75,1551923878030,7097.75,680,59.5,0.0875,-18,top
strict,1551923280861,7104.25,1551923880930,7097.5,600,50.25,0.08375,-26,down
simple,1551923880930,7097.5,1551924047750,7104.0,1551923880930,7097.5,1551924047750,7104.0,166,17.0,0.10240964,26,up
simple,1551924048350,7103.75,1551924951340,7107.75,1551924073500,7101.25,1551924951340,7107.75,902,71.0,0.07871397,16,bottom
strict,1551923880931,7097.5,1551925366440,7110.75,1485,118.75,0.07996633,52,up
simple,1551924951740,7108.0,1551925366440,7110.75,1551926402700,7104.25,1551926402700,7104.25,1450,81.75,0.05637931,-15,top
simple,1551926403010,7104.5,1551927486770,7106.5,1551927913150,7100.0,1551927913150,7100.0,1510,88.0,0.05827815,-18,top
strict,1551925366441,7110.75,1551928139310,7098.5,2772,167.75,0.06051587,-48,down
simple,1551927913450,7100.75,1551928479640,7105.0,1551928139310,7098.5,1551928479640,7105.0,566,51.75,0.0914311,17,bottom
strict,1551928139311,7098.5,1551928882300,7107.25,742,42.25,0.0569407,34,up
simple,1551928480240,7104.75,1551928882300,7107.25,1551930087360,7100.75,1551930087360,7100.75,1607,61.5,0.03827007,-16,top
simple,1551930111000,7100.5,1551931508500,7103.5,1551934904780,7097.0,1551934904780,7097.0,4793,89.5,0.01867306,-14,top
simple,1551934905080,7097.5,1551935027060,7099.0,1551942146570,7092.5,1551942146570,7092.5,7241,244.5,0.03376605,-20,top
simple,1551942146770,7091.5,1551942164100,7092.25,1551943472620,7085.75,1551943472620,7085.75,1325,96.75,0.07301887,-23,top
strict,1551928882301,7107.25,1551943951420,7082.5,15069,519.75,0.03449134,-98,down
simple,1551943473420,7086.0,1551945611090,7089.0,1551943951420,7082.5,1551945611090,7089.0,2137,130.0,0.06083294,12,bottom
simple,1551945611390,7088.75,1551948970580,7090.0,1551947727900,7083.5,1551948970580,7090.0,3359,264.75,0.0788181,5,bottom
simple,1551948970880,7090.25,1551949815300,7093.5,1551949296060,7087.0,1551949815300,7093.5,844,49.25,0.05835308,13,bottom
simple,1551949815900,7093.25,1551953270430,7095.5,1551950835730,7089.0,1551953270430,7095.5,3454,161.25,0.046685,9,bottom
simple,1551953271730,7095.0,1551956393050,7096.25,1551954063210,7089.75,1551956393050,7096.25,3121,117.25,0.03756809,5,bottom
strict,1551943951421,7082.5,1551958141740,7097.75,14190,755.75,0.05325934,60,up
simple,1551956393250,7095.75,1551958141740,7097.75,1551959404850,7091.25,1551959404850,7091.25,3011,123.5,0.04101627,-18,top
strict,1551958141741,7097.75,1551960037230,7088.0,1895,94.25,0.04973615,-38,down
simple,1551959407960,7091.0,1551960495160,7094.75,1551960037230,7088.0,1551960495160,7094.75,1087,81.75,0.07520699,15,bottom
simple,1551960495960,7094.5,1551960928760,7100.5,1551960515090,7094.0,1551960928760,7100.5,432,45.0,0.10416667,24,bottom
strict,1551960037231,7088.0,1551960935380,7100.75,898,83.75,0.09326281,50,up
simple,1551960931970,7100.25,1551960935380,7100.75,1551962190360,7094.25,1551962190360,7094.25,1258,65.0,0.05166932,-24,top
