1555027810103,0.009
1555027845386,0.0089995
1555027868630,0.009
1555027871736,0.0089995
1555027886964,0.008999
1555027903491,0.0089995
1555027911104,0.008999
1555027929238,0.0089985
1555027933344,0.008999
1555027958788,0.0089995
1555027983029,0.009
1555027996451,0.0089995
1555028027405,0.009
1555028041428,0.0089995
1555028046036,0.009
1555028110349,0.0089995
1555028146315,0.008999
1555028147516,0.0089995
1555028149121,0.008999
1555028171664,0.0089995
1555028177074,0.008999
1555028187094,0.0089985
1555028208538,0.008998
1555028213947,0.0089985
1555028214648,0.008998
1555028304197,0.0089975
1555028320325,0.008997
1555028326236,0.0089965
1555028327338,0.008997
1555028354085,0.0089965
1555028361098,0.008997
1555028361598,0.0089965
1555028368411,0.008997
1555028369613,0.0089975
1555028370715,0.008998
1555028381333,0.0089975
1555028388345,0.008998
1555028390549,0.0089985
1555028391550,0.008998
1555028401168,0.0089975
1555028410685,0.008998
1555028415094,0.0089985
1555028426515,0.008999
1555028445449,0.0089985
1555028455466,0.008999
1555028493331,0.0089995
1555028496637,0.008999
1555028502546,0.0089985
1555028506252,0.008999
1555028512464,0.0089985
1555028520377,0.008999
1555028570169,0.0089985
1555028612346,0.008998
1555028613247,0.0089985
1555028632382,0.008999
1555028641997,0.0089985
1555028647005,0.008999
1555028665737,0.0089985
1555028673051,0.008999
1555028730361,0.0089985
1555028736171,0.0089995
1555028739678,0.009
1555028751499,0.009001
1555028759915,0.0090005
1555028762219,0.009001
1555028762519,0.0090005
1555028763122,0.009001
1555028793477,0.0090005
1555028797184,0.009001
1555028811909,0.0090005
1555028822728,0.009001
1555028866704,0.0090015
1555028868208,0.009001
1555028875619,0.0090015
1555028880628,0.009001
1555028913488,0.0090005
1555028913586,0.009001
1555028941438,0.0090005
1555028944443,0.009001
1555028946849,0.0090005
1555028964478,0.009001
1555028971390,0.0090005
1555028985216,0.009
1555029000644,0.0090005
1555029002249,0.009
1555029010363,0.0089995
1555029019845,0.009
1555029028120,0.0089995
1555029072396,0.009
1555029103047,0.0090005
1555029117872,0.009
1555029153020,0.0089995
1555029166568,0.009
1555029180692,0.0089995
1555029208143,0.009
1555029208544,0.0089995
1555029217562,0.008999
1555029247413,0.0089985
1555029250918,0.008999
1555029259934,0.0089985
1555029260434,0.008999
1555029261036,0.0089985
1555029263240,0.008998
1555029266446,0.0089975
1555029270853,0.0089965
1555029271053,0.008997
1555029274560,0.0089965
1555029275061,0.008997
1555029276464,0.0089975
1555029281072,0.008997
1555029285181,0.0089975
1555029288387,0.008998
1555029288788,0.0089975
1555029290391,0.008998
1555029292594,0.0089975
1555029295500,0.008997
1555029298104,0.0089975
1555029313933,0.008997
1555029314333,0.0089975
1555029339379,0.008998
1555029365224,0.0089975
1555029376747,0.008998
1555029405801,0.0089975
1555029414519,0.008998
1555029420329,0.0089985
1555029428045,0.008998
1555029459200,0.0089985
1555029459902,0.008998
1555029463309,0.0089975
1555029470122,0.008997
1555029473227,0.0089975
1555029505285,0.008998
1555029523718,0.0089985
1555029532933,0.008998
1555029540147,0.0089985
1555029540748,0.008998
1555029541249,0.0089985
1555029542551,0.008998
1555029555575,0.0089985
1555029556978,0.008998
1555029569600,0.0089985
1555029600858,0.008998
1555029627204,0.0089975
1555029627505,0.008998
1555029634618,0.0089975
1555029645539,0.0089965
1555029652651,0.0089955
1555029653753,0.008996
1555029661567,0.0089965
1555029663370,0.008996
1555029664672,0.0089965
1555029665274,0.008996
1555029667878,0.0089955
1555029668078,0.008996
1555029669481,0.0089955
1555029672386,0.008995
1555029672786,0.0089945
1555029673988,0.008995
1555029674690,0.0089945
1555029675791,0.008995
1555029690420,0.0089955
1555029694025,0.008996
1555029698734,0.0089965
1555029702240,0.008996
1555029711957,0.0089955
1555029718668,0.008995
1555029720471,0.0089955
1555029733794,0.008996
1555029737500,0.0089955
1555029740805,0.008996
1555029750824,0.0089955
1555029789990,0.008996
1555029820144,0.0089965
1555029826457,0.008996
1555029835873,0.0089965
1555029842085,0.008997
1555029843790,0.0089965
1555029844490,0.008997
1555029859116,0.0089975
1555029882657,0.008998
1555029912409,0.0089985
1555029914112,0.008999
1555029920123,0.0089985
1555029937854,0.008999
1555029968707,0.0089985
1555029976822,0.008999
1555029992351,0.0089995
1555030003672,0.009
1555030007679,0.0089995
1555030009983,0.009
1555030015594,0.0090005
1555030031727,0.009
1555030038839,0.0089995
1555030040643,0.009
1555030043247,0.0089995
1555030043548,0.009
1555030046052,0.0089995
1555030048157,0.009
1555030095144,0.0089995
1555030175488,0.008999
1555030198328,0.0089985
1555030198528,0.008998
1555030204438,0.0089975
1555030210448,0.0089985
1555030211751,0.008999
1555030222672,0.0089985
1555030227180,0.008998
1555030232288,0.0089975
1555030233891,0.008997
1555030233991,0.0089975
